,title,author,length of book,unique words,published on,updated date,language
863,"Atlantic Monthly, Vol. 10, No. 62, December, 1862",Various,7582.0,2193.0,"February 19, 2004",,English
864,A Cotswold Village,J. Arthur Gibbs,7271.0,2484.0,"February 19, 2004",,English
865,Mary Wollaston,Henry Kitchell Webster,8029.0,2296.0,"February 19, 2004",,English
866,The Story of Little Black Mingo,Helen Bannerman,5951.0,2003.0,"February 19, 2004",,English
867,Potterism,Rose Macaulay,7320.0,2142.0,"February 19, 2004",,English
868,Rough and Tumble Engineering,James H. Maggard,7296.0,2474.0,"February 19, 2004",,English
869,Wild Wings,Margaret Rebecca Piper,6670.0,2251.0,"February 19, 2004",,English
870,For Gold or Soul?,Lurana W. Sheldon,7733.0,2208.0,"February 19, 2004",,English
871,Lives of SS. Declan and Mochuda,Anonymous,9659.0,3085.0,"February 19, 2004",,English
872,"Punch, or the London Charivari, Vol. 153, Aug 15, 1917",Various,10540.0,4006.0,"February 19, 2004",,English
873,"Atlantic Monthly, Vol. 7, No. 43, May, 1861",Various,72008.0,11707.0,"February 19, 2004",,English
874,"Uncle Tom's Cabin, Young Folks' Edition",Harriet Beecher Stowe,94171.0,20467.0,"February 19, 2004",,English
875,Abraham Lincoln,John Drinkwater,20536.0,4894.0,"February 19, 2004",,English
876,"Atlantic Monthly, Vol. 5, No. 27, January, 1860",Various,16721.0,5795.0,"February 20, 2004",,English
877,"Four Great Americans: Washington, Franklin, Webster, Lincoln",James Baldwin,162613.0,13273.0,"February 20, 2004",,English
878,"Punchinello, Vol. 1, No. 1, Saturday, April 2, 1870",Various,110959.0,13086.0,"February 20, 2004",,English
879,"Seeing Europe with Famous Authors, Volume VI",Various,141538.0,15638.0,"February 20, 2004",,English
880,"The World's Greatest Books, Vol VI.",Various,15765.0,5594.0,"February 20, 2004",,English
881,Captains All,W.W. Jacobs,86237.0,11841.0,"February 20, 2004",,English
882,The Boatswain's Mate,W.W. Jacobs,146857.0,20257.0,"February 20, 2004",,English
883,The Nest Egg,W.W. Jacobs,23145.0,4898.0,"February 20, 2004",,English
884,The Constable's Move,W.W. Jacobs,131981.0,18841.0,"February 20, 2004",,English
885,Bob's Redemption,W.W. Jacobs,25858.0,9345.0,"February 21, 2004",,English
886,Over The Side,W.W. Jacobs,38769.0,9331.0,"February 20, 2004",,English
887,Four Pigeons,W.W. Jacobs,116326.0,15947.0,"February 20, 2004",,English
888,The Temptation of Samuel Burge,W.W. Jacobs,21239.0,4564.0,"February 20, 2004",,English
889,The Madness of Mr. Lister,W.W. Jacobs,16091.0,5572.0,"February 20, 2004",,English
890,The White Cat,W.W. Jacobs,163721.0,23396.0,"February 20, 2004",,English
891,The Americanism of Washington,Henry Van Dyke,15809.0,5509.0,"February 20, 2004",,English
892,Vignettes in Verse,Matilda Betham,86673.0,15150.0,"February 20, 2004",,English
893,Alcatraz,Max Brand,30878.0,5645.0,"February 20, 2004",,English
894,"Atlantic Monthly, Vol. 4, No. 21, July, 1859",Various,17536.0,5994.0,"February 20, 2004",,English
895,Christianity and Islam,C.H. Becker,21081.0,5458.0,"February 20, 2004",,English
896,"Punch, or the London Charivari, Vol. 156., March 5, 1919",Various,64979.0,11870.0,"February 21, 2004",,English
897,A Compilation of the Messages and Papers of the Presidents,James D. Richardson,92200.0,15430.0,"February 21, 2004",,English
898,Narrative of a Survey of the Intertropical and Western Coasts of Australia,Phillip Parker King,105867.0,19411.0,"February 21, 2004",,English
899,Diseases of the Horse's Foot,Harry Caulton Reeks,84358.0,18813.0,"February 21, 2004",,English
900,"The Mirror of Literature, Amusement, and Instruction",Various,50162.0,8908.0,"February 21, 2004",,English
901,A Minstrel In France,Harry Lauder,15844.0,5574.0,"February 21, 2004",,English
902,Modern India,William Eleroy Curtis,15358.0,5456.0,"February 21, 2004",,English
903,Brotherly Love,Mrs. Sherwood,15943.0,5137.0,"February 21, 2004",,English
904,The Garies and Their Friends,Frank J. Webb,12699.0,4078.0,"February 21, 2004",,English
905,Poems (1828),Thomas Gent,32467.0,6811.0,"February 21, 2004",,English
906,The Happy Venture,Edith Ballinger Price,26317.0,5240.0,"February 21, 2004",,English
907,The Visioning,Susan  Glaspell,127424.0,12413.0,"February 21, 2004",,English
908,Highroads of Geography,Anonymous,10122.0,2725.0,"February 21, 2004",,English
909,"The Mirror of Literature, Amusement, and Instruction",Various,189939.0,23668.0,"February 21, 2004",,English
910,The Bent Twig,Dorothy Canfield,171292.0,20240.0,"February 22, 2004",,English
911,"The Mirror of Literature, Amusement, and Instruction",Various,12882.0,3339.0,"February 22, 2004",,English
912,Big Timber,Bertrand W. Sinclair,15880.0,5593.0,"February 22, 2004",,English
913,Utilitarianism,John Stuart Mill,15162.0,5256.0,"February 22, 2004",,English
914,"Punch, Volume 156, January 22, 1919.",Various,77985.0,11271.0,"February 22, 2004",,English
915,Building a State in Apache Land,Charles D. Poston,262128.0,20243.0,"February 22, 2004",,English
916,Ten Boys from Dickens,Kate Dickinson Sweetser,46831.0,10111.0,"February 22, 2004",,English
917,The Marrow of Tradition,Charles W. Chesnutt,128219.0,19781.0,"February 22, 2004",,English
918,The Purple Cloud,M.P. Shiel,192230.0,29664.0,"February 22, 2004",,English
919,MacMillan's Reading Books,Anonymous,59828.0,10962.0,"February 22, 2004",,English
920,Bullets & Billets,Bruce Bairnsfather,52208.0,8626.0,"February 23, 2004",,English
921,"The Mirror of Literature, Amusement, and Instruction",Various,59162.0,16367.0,"February 23, 2004",,English
922,"The Mirror of Literature, Amusement, and Instruction",Various,93228.0,11979.0,"February 23, 2004",,English
923,"The Mirror of Literature, Amusement, and Instruction",Various,102992.0,17824.0,"February 23, 2004",,English
924,Old Ballads,Various,27816.0,6618.0,"February 23, 2004",,English
925,The Pearl Box,"""A Pastor""",10386.0,4086.0,"February 23, 2004",,English
926,The Fight For Conservation,Gifford Pinchot,70506.0,11589.0,"February 23, 2004",,English
927,"The Life and Adventures of Robinson Crusoe Of York, Mariner, Vol. 1",Daniel Defoe,16910.0,3833.0,"February 23, 2004",,English
928,Wee Ones' Bible Stories,Anonymous,75211.0,13429.0,"February 23, 2004",,English
929,The Life of Michelangelo Buonarroti,John Addington Symonds,16025.0,5407.0,"February 23, 2004",,English
930,Miles Wallingford,James Fenimore Cooper,14827.0,5028.0,"February 23, 2004",,English
931,A Project for Flying,Robert Hardley,9062.0,3138.0,"February 23, 2004",,English
932,"The Mirror of Literature, Amusement, and Instruction",Various,16240.0,5525.0,"February 23, 2004",,English
933,"The Mirror of Literature, Amusement, and Instruction",Various,6759.0,2272.0,"February 23, 2004",,English
934,The Exploits Of Brigadier Gerard,Arthur Conan Doyle,40834.0,7822.0,"February 23, 2004",,English
935,The Delights of Wisdom Pertaining to Conjugial Love,Emanuel Swedenborg,249874.0,23417.0,"February 23, 2004",,English
936,"Four Famous American Writers: Washington Irving, Edgar Allan Poe,",Sherwin Cody,310670.0,35725.0,"February 24, 2004",,English
937,"Journeys Through Bookland, Vol. 5",Charles Sylvester,357808.0,34927.0,"February 24, 2004",,English
938,Famous Reviews,Editor: R. Brimley Johnson,75607.0,14267.0,"February 24, 2004",,English
939,"Martin Hewitt, Investigator",Arthur Morrison,984066.0,66041.0,"February 24, 2004",,English
940,The Life of Col. James Gardiner,P. Doddridge,119929.0,16748.0,"February 24, 2004",,English
941,"Poetical Works of Johnson, Parnell, Gray, and Smollett","Samuel Johnson, Thomas Parnell, Thomas Gray, and Tobias Smollett",51285.0,8758.0,"February 24, 2004",,English
942,Slave Narratives: A Folk History of Slavery in the United States,Work Projects Administration,16967.0,4556.0,"February 24, 2004",,English
943,Social life at Rome in the Age of Cicero,W. Warde Fowler,25355.0,6431.0,"February 24, 2004",,English
944,Little Folks Astray,Sophia May (Rebecca Sophia Clarke),84162.0,11997.0,"February 24, 2004",,English
945,"The Mirror of Literature, Amusement, and Instruction",Various,15758.0,5494.0,"February 24, 2004",,English
946,Polly and the Princess,Emma C. Dowd,16351.0,5608.0,"February 24, 2004",,English
947,The Kiltartan History Book,Lady I. A. Gregory,23967.0,4877.0,"February 24, 2004",,English
948,The Adventures of a Special Correspondent,Jules Verne,16209.0,5470.0,"February 24, 2004",,English
949,"The Mirror of Literature, Amusement, and Instruction",Various,65221.0,11473.0,"February 24, 2004",,English
950,"Notes and Queries, No. 2, November 10 1849",Various,42580.0,8790.0,"February 24, 2004",,English
951,Sonnets,"Nizam-ud-din-Ahmad, (Nawab Nizamat Jung Bahadur)",41981.0,9252.0,"February 24, 2004",,English
952,"The Mirror of Literature, Amusement, and Instruction,",Various,105963.0,16874.0,"February 24, 2004",,English
953,The Flood,Anonymous,60701.0,10279.0,"February 24, 2004",,English
954,A Practical Illustration of Woman's Right to Labor,Marie E. Zakrzewska,78631.0,11941.0,"February 24, 2004",,English
955,"The Anti-Slavery Examiner, Part 1 of 4",American Anti-Slavery Society,27398.0,7058.0,"February 25, 2004",,English
956,"The Anti-Slavery Examiner, Part 2 of 4",American Anti-Slavery Society,51154.0,10714.0,"February 25, 2004",,English
957,"The Anti-Slavery Examiner, Part 3 of 4",American Anti-Slavery Society,85751.0,11073.0,"February 25, 2004",,English
958,"The Anti-Slavery Examiner, Part 4 of 4",American Anti-Slavery Society,16068.0,5592.0,"February 25, 2004",,English
959,"The Anti-Slavery Examiner, Omnibus",American Anti-Slavery Society,145483.0,21140.0,"February 25, 2004",,English
960,Civil Government in the United States Considered with,John Fiske,97882.0,11090.0,"February 25, 2004",,English
961,Egyptian Ideas of the Future Life,E. A. Wallis Budge,19559.0,4018.0,"February 25, 2004",,English
962,Folk-Tales of Napoleon,Honore de Balzac and Alexander Amphiteatrof,87657.0,18505.0,"February 25, 2004",,English
963,The Slim Princess,George Ade,42108.0,8206.0,"February 25, 2004",,English
964,Maggie Miller,Mary J. Holmes,16248.0,5600.0,"February 25, 2004",,English
965,"The Mirror of Literature, Amusement, and Instruction",Various,16254.0,5530.0,"February 25, 2004",,English
966,"The Mirror of Literature, Amusement, and Instruction",Various,15712.0,5458.0,"February 25, 2004",,English
967,Plays of Gods and Men,Lord Dunsany,149182.0,18153.0,"February 29, 2004",,English
968,"Punch, Volume 156, 26 March 1919",Various,46427.0,9413.0,"February 25, 2004",,English
969,What is Coming?,H. G. Wells,66954.0,10800.0,"February 25, 2004",,English
970,Emilie the Peacemaker,Mrs. Thomas Geldart,16748.0,5653.0,"February 25, 2004 ",,English
971,Travels through the Empire of Morocco,John Buffa,68002.0,12757.0,"February 26, 2004 ",,English
972,"Wanderings by southern waters, eastern Aquitaine",Edward Harrison Barker,89888.0,12343.0,"February 26, 2004 ",,English
973,Vain Fortune,George Moore,194206.0,29809.0,"February 26, 2004 ",,English
974,The Lake,George Moore,15871.0,5477.0,"February 26, 2004 ",,English
975,The Book of Enterprise and Adventure,Anonymous,15940.0,5606.0,"February 26, 2004",,English
976,The Booming of Acre Hill,John Kendrick Bangs,15973.0,5445.0,"February 26, 2004",,English
977,The Masters of the Peaks,Joseph A. Altsheler,13981.0,3877.0,"February 26, 2004",,English
978,"The Mirror of Literature, Amusement, and Instruction",Various,80287.0,14677.0,"February 26, 2004",,English
979,A School History of the United States,John Bach McMaster,10024.0,2765.0,"February 26, 2004",,English
980,A Compilation of the Messages and Papers of the Presidents,James D. Richardson,16553.0,5814.0,"February 26, 2004",,English
981,Friendly Fairies,Johnny Gruelle,56978.0,9168.0,"February 26, 2004",,English
982,"Atlantic Monthly, Volume 8, No. 47, September, 1861",Various,16820.0,5195.0,"February 26, 2004 ",,English
983,The Fairy Godmothers and Other Tales,Mrs. Alfred Gatty,44679.0,8164.0,"February 26, 2004 ",,English
984,"The Mirror of Literature, Amusement, and Instruction, Vol. 12,",Various,15786.0,5452.0,"February 26, 2004 ",,English
985,"The Mirror of Literature, Amusement, and Instruction.",Various,15816.0,5462.0,"February 26, 2004",,English
986,"The Mirror of Literature, Amusement, and Instruction.",Various,16871.0,5456.0,"February 26, 2004",,English
987,Caleb Williams,William Godwin,15216.0,5204.0,"February 26, 2004",,English
988,This Is the End ,Stella Benson,37922.0,8839.0,"February 26, 2004 ",,English
989,The Happiest Time of Their Lives ,Alice Duer Miller,17168.0,3579.0,"February 26, 2004 ",,English
990,"The Mirror of Literature, Amusement, and Instruction, Vol. 10, No.",Various,53167.0,14024.0,"February 26, 2004 ",,English
991,English Literature: Modern,G. H. Mair,16583.0,5334.0,"February 27, 2004",,English
992,The Hunted Woman,James Oliver Curwood,16284.0,5590.0,"February 27, 2004",,English
993,Lands of the Slave and the Free,Henry A. Murray,68773.0,12105.0,"February 27, 2004",,English
994,"The Mirror of Literature, Amusement, and Instruction",Various,16182.0,5516.0,"February 27, 2004",,English
995,"The Mirror of Literature, Amusement, and Instruction",Various,27572.0,8025.0,"February 27, 2004",,English
996,"The Mirror of Literature, Amusement, and Instruction",Various,102846.0,12790.0,"February 27, 2004",,English
997,The Pearl Story Book,Mrs. Colman,20366.0,5794.0,"February 27, 2004",,English
998,"Wilson's Tales of the Borders and of Scotland, XXII",various,40807.0,8919.0,"February 27, 2004",,English
999,The Einstein Theory of Relativity,H.A. Lorentz,82618.0,14037.0,"February 27, 2004",,English
1000,"The Mirror of Literature, Amusement, and Instruction",Various,91915.0,17625.0,"February 27, 2004",,English
1001,Cowmen and Rustlers,Edward S. Ellis,16706.0,5858.0,"February 27, 2004 ",,English
1002,"The Mirror of Literature, Amusement, and Instruction, Vol. 13,",Various,64920.0,12739.0,"February 27, 2004 ",,English
1003,Aesop's Fables,Aesop,16131.0,5444.0,"February 27, 2004",,English
1004,"The Mirror of Literature, Amusement, and Instruction, Vol. 13,",Various,16285.0,5617.0,"February 27, 2004 ",,English
1005,"The Mirror of Literature, Amusement, and Instruction, Vol. 10,",Various,40855.0,6832.0,"February 27, 2004 ",,English
1006,"The Mirror of Literature, Amusement, and Instruction, Vol. 13,",Various,28208.0,7374.0,"February 27, 2004 ",,English
1007,"The Mirror of Literature, Amusement, and Instruction.",Various,178162.0,21081.0,"February 27, 2004",,English
1008,"Scientific American Supplement, No. 415, December 15, 1883",Various,158415.0,19683.0,"February 27, 2004",,English
1009,Education as Service,J. Krishnamurti,44338.0,8776.0,"February 27, 2004",,English
1010,The Saint's Tragedy,Charles Kingsley,16086.0,5344.0,"February 27, 2004 ",,English
1011,"The Mirror of Literature, Amusement, and Instruction",Various,16125.0,5417.0,"February 27, 2004",,English
1012,"The Mirror of Literature, Amusement, and Instruction, Vol. 13,",Various,70653.0,13962.0,"February 27, 2004 ",,English
1013,Action Front,Boyd Cable (Ernest Andrew Ewart),104752.0,15870.0,"February 28, 2004",,English
1014,"The Mirror of Literature, Amusement, and Instruction.",Various,10444.0,3647.0,"February 28, 2004",,English
1015,"Cape Cod Ballads, and Other Verse",Joseph C. Lincoln,10324.0,3456.0,"February 28, 2004",,English
1016,Germany and the Next War,Friedrich von Bernhardi,73988.0,13673.0,"February 28, 2004",,English
1017,History of Liberia,J.H.T. McPherson,29381.0,6917.0,"February 28, 2004",,English
1018,A Tale of One City: The New Birmingham,Thomas Anderton,15949.0,5494.0,"February 28, 2004",,English
1019,Jimgrim and Allah's Peace,Talbot Mundy,90486.0,12677.0,"February 28, 2004",,English
1020,"Atlantic Monthly, Volume 8, No. 48, October, 1861",Various,89074.0,10298.0,"February 28, 2004 ",,English
1021,"Punch, or the London Charivari, Vol. 156, Feb. 26, 1919",Various,15699.0,5486.0,"February 28, 2004 ",,English
1022,Sacred And Profane Love ,E. Arnold Bennett,42054.0,8982.0,"February 28, 2004 ",,English
1023,"The Mirror of Literature, Amusement, and Instruction, Vol. 13,",Various,16263.0,5372.0,"February 28, 2004 ",,English
1024,"The Mirror of Literature, Amusement, and Instruction, Vol. 12,",Various,42685.0,9433.0,"February 28, 2004 ",,English
1025,Bayard: The Good Knight Without Fear And Without Reproach,Christopher Hare,16597.0,5574.0,"February 28, 2004",,English
1026,The Fern Lover's Companion,George Henry Tilton,15619.0,5324.0,"February 28, 2004",,English
1027,"The German Classics of The Nineteenth and Twentieth Centuries, Vol. II",Editor-in-Chief: Kuno Francke,16079.0,5584.0,"February 28, 2004",,English
1028,A History of China,Wolfram Eberhard,15781.0,5590.0,"February 28, 2004",,English
1029,Stories of Inventors,Russell Doubleday,15782.0,5662.0,"February 29, 2004",,English
1030,"The Mirror of Literature, Amusement, and Instruction.",Various,62551.0,11128.0,"February 29, 2004",,English
1031,"The Mirror of Literature, Amusement, and Instruction,",Various,98007.0,16781.0,"February 29, 2004",,English
1032,The Moorland Cottage,Elizabeth Cleghorn Gaskell,46074.0,9452.0,"February 29, 2004","October 5, 2020]",English
1033,The Nine-Tenths,James Oppenheim,89358.0,17585.0,"February 29, 2004",,English
1034,Through the Wall,Cleveland Moffett,158067.0,21537.0,"February 29, 2004",,English
1035,Fun And Frolic,Various,77759.0,13439.0,"February 29, 2004 ",,English
1036,"The Mirror of Literature, Amusement, and Instruction, Vol. 10,",Various,72230.0,11990.0,"March 1, 2004 ",,English
1037,Autobiographical Sketches,Annie Besant,153357.0,26268.0,"February 29, 2004",,English
1038,The Man Whom the Trees Loved,Algernon Blackwood,16013.0,5285.0,"February 29, 2004",,English
1039,"The Mirror Of Literature, Amusement, And Instruction",Various,30666.0,7599.0,"February 29, 2004",,English
1040,Round Anvil Rock,Nancy Huston Banks,16316.0,5590.0,"February 29, 2004",,English
1041,Sermons for the Times,Charles Kingsley,16081.0,5448.0,"February 29, 2004 ",,English
1042,"The Mirror of Literature, Amusement, and Instruction",Various,16568.0,5632.0,"February 29, 2004",,English
1043,"Scientific American Supplement, Vol. XXI., No. 531, March 6, 1886",Various,15615.0,5297.0,"February 29, 2004",,English
1044,"The Mirror of Literature, Amusement, and Instruction, Vol. 10,",Various,16470.0,5822.0,"March 1, 2004 ",,English
1045,"Scientific American Supplement, No. 446, July 19, 1884",Various,169147.0,21100.0,"March 1, 2004",,English
1046,"The Mirror of Literature, Amusement, and Instruction.",Various,96788.0,16194.0,"March 1, 2004",,English
1047,"The Mirror of Literature, Amusement, and Instruction",Various,16283.0,5433.0,"March 1, 2004",,English
1048,"The Mirror of Literature, Amusement, and Instruction",Various,16223.0,5747.0,"March 1, 2004",,English
1049,"The Mirror of Literature, Amusement, and Instruction",Various,126365.0,16926.0,"March 1, 2004",,English
1050,"The Mirror of Literature, Amusement, and Instruction",Various,49069.0,10980.0,"March 1, 2004",,English
1051,Lectures on Art,Washington Allston,95185.0,18502.0,"March 1, 2004",,English
1052,"Not Pretty, But Precious","John Hay, et al.",49691.0,9791.0,"March 1, 2004",,English
1053,Fighting in Flanders,E. Alexander Powell,77074.0,9230.0,"March 1, 2004 ",,English
1054,Cheerful--By Request,Edna Ferber,91345.0,15802.0,"March 1, 2004",,English
1055,"The Works of Samuel Johnson, LL.D, In Nine Volumes",Samuel Johnson,63835.0,13297.0,"March 2, 2004",,English
1056,A further contribution to the study of the mortuary customs of the North American Indians,H. C. Yarrow,10549.0,4403.0,,,English
1057,"The Pirates of Malabar, and An Englishwoman in India Two Hundred Years Ago",John Biddulph,103081.0,15813.0,"March 2, 2004",,English
1058,Mystic Isles of the South Seas.,Frederick O'Brien,67476.0,9620.0,"March 2, 2004",,English
1059,"The Mirror of Literature, Amusement, and Instruction.",Various,98910.0,13898.0,"March 2, 2004",,English
1060,The Sky Line of Spruce,Edison Marshall,14222.0,5173.0,"March 2, 2004","March 20, 2013",English
1061,Bell's Cathedrals: The Churches of Coventry,Frederic W.  Woodhouse,36715.0,8856.0,"February 11, 2007",,English
1062,"The Mirror of Literature, Amusement, and Instruction, Vol. 12,",Various,44716.0,9249.0,"March 2, 2004 ",,English
1063,"The Mirror of Literature, Amusement, and Instruction, Vol. 12,",Various,14891.0,5353.0,"March 2, 2004 ",,English
1064,"The Mirror of Literature, Amusement, and Instruction, Vol. 12,",Various,16679.0,5822.0,"March 2, 2004 ",,English
1065,"The Mirror of Literature, Amusement, and Instruction, Vol. 10,",Various,215829.0,48664.0,"March 2, 2004 ",,English
1066,"The Mirror of Literature, Amusement, and Instruction",Various,25783.0,7759.0,"March 2, 2004",,English
1067,The Red Rover,James Fenimore Cooper,15710.0,5214.0,"March 2, 2004",,English
1068,Wanderings in Wessex,Edric Holmes,33615.0,7812.0,"March 2, 2004",,English
1069,"The Mirror of Literature, Amusement, and Instruction",Various,42551.0,10576.0,"March 2, 2004",,English
1070,"The Mirror of Literature, Amusement, and Instruction, Vol. 10,",Various,47302.0,11526.0,"March 2, 2004 ",,English
1071,The Refugees,Arthur Conan Doyle,22814.0,5521.0,"March 2, 2004 ",,English
1072,In the Claws of the German Eagle,Albert Rhys Williams,22927.0,6657.0,"March 2, 2004 ",,English
1073,"Atlantic Monthly, Volume 8, Issue 49, November, 1861",Various,40061.0,9407.0,"March 3, 2004 ",,English
1074,A Description of Modern Birmingham,Charles Pye,15775.0,5507.0,"March 3, 2004",,English
1075,French Mediaeval Romances from the Lays of Marie de France,Marie de France,14893.0,5230.0,"March 3, 2004",,English
1076,The Grafters,Francis Lynde,14657.0,5219.0,"March 3, 2004",,English
1077,"The Love Affairs of Great Musicians, Volume 2",Rupert Hughes,16142.0,5644.0,"March 3, 2004",,English
1078,"The Mirror of Literature, Amusement, and Instruction.",Various,16220.0,5273.0,"March 3, 2004",,English
1079,Russell H. Conwell,Agnes Rush Burr,15938.0,5218.0,"March 3, 2004",,English
1080,Slave Narratives: A Folk History of Slavery in the United States,Work Projects Administration,56338.0,11502.0,"March 3, 2004",,English
1081,The Trade Union Woman,Alice Henry,18212.0,4872.0,"March 3, 2004",,English
1082,"Punch, or the London Charivari, Vol. 153, Dec. 5, 1917",Various,38387.0,8289.0,"March 3, 2004 ",,English
1083,The Call of the North,Stewart Edward White,41845.0,10390.0,"March 3, 2004",,English
1084,A Grandmother's Recollections,Ella Rodman,107654.0,16164.0,"March 3, 2004",,English
1085,"Punch, or the London Charivari, Vol. 153, Nov. 14, 1917",Various,15340.0,5280.0,"March 3, 2004 ",,English
1086,"Punch, or the London Charivari, Vol. 156, April 30, 1919",Various,15746.0,5429.0,"March 3, 2004 ",,English
1087,"Character Sketches of Romance, Fiction and the Drama, Vol 1","The Rev. E. Cobham Brewer, LL.D.",15940.0,5399.0,"March 4, 2004",,English
1088,The Youth's Coronal,Hannah Flagg Gould,15955.0,5325.0,"March 3, 2004 ",,English
1089,"The Mirror of Literature, Amusement, and Instruction",Various,15893.0,5629.0,"March 4, 2004",,English
1090,Small Means and Great Ends,Edited by Mrs. M. H. Adams,15565.0,5363.0,"March 4, 2004",,English
1091,"Stories by American Authors, Volume 1",Various,51315.0,9628.0,"March 4, 2004",,English
1092,"Stories by American Authors, Volume 5",Various,16195.0,5684.0,"March 4, 2004",,English
1093,The Willows,Algernon Blackwood,15694.0,5462.0,"March 4, 2004",,English
1094,The Snow-Drop,Sarah S. Mower,68381.0,12737.0,"March 4, 2004 ",,English
1095,Tales of Three Hemispheres,Lord Dunsany,87024.0,18378.0,"March 4, 2004","October 8, 2020]",English
1096,"The Solitary of Juan Fernandez, or The Real Robinson Crusoe",Joseph Xavier Saintine,15018.0,5195.0,"March 4, 2004",,English
1097,"The Mirror of Literature, Amusement, and Instruction",Various,51721.0,9855.0,"March 4, 2004",,English
1098,"Punch, or the London Charivari, Vol. 153, Nov. 28, 1917",Various,46022.0,8204.0,"March 4, 2004 ",,English
1099,"Punch, or the London Charivari, Vol. 153, Dec. 12, 1917",Various,42147.0,7871.0,"March 4, 2004 ",,English
1100,"The Mirror of Literature, Amusement, and Instruction, Vol. 12,",Various,7698.0,2266.0,"March 4, 2004 ",,English
1101,"The Mirror of Literature, Amusement, and Instruction, Vol. 14,",Various,6911.0,2025.0,"March 4, 2004 ",,English
1102,"The Mirror of Literature, Amusement, and Instruction, Vol. 14,",Various,6704.0,2235.0,"March 4, 2004 ",,English
1103,Cicero,Rev. W. Lucas Collins,7126.0,2128.0,"March 5, 2004",,English
1104,An Enquiry into the Obligations of Christians to Use Means for the,William Carey,7320.0,2504.0,"March 5, 2004",,English
1105,The Rome Express,Arthur Griffiths,8373.0,2341.0,"March 5, 2004",,English
1106,"Stories by American Authors, Volume 6",Various,6607.0,2264.0,"March 5, 2004",,English
1107,A Visit To The United States In 1841,Joseph Sturge,6078.0,2265.0,"March 5, 2004",,English
1108,"The Mirror of Literature, Amusement, and Instruction",Various,7840.0,2345.0,"March 5, 2004",,English
1109,"The Mirror of Literature, Amusement, and Instruction",Various,7210.0,2546.0,"March 5, 2004",,English
1110,"The Mirror of Literature, Amusement, and Instruction, Vol. 14,",Various,7946.0,2295.0,"March 5, 2004 ",,English
1111,"The Mirror of Literature, Amusement, and Instruction, Vol. 14,",Various,99041.0,18973.0,"March 5, 2004 ",,English
1112,"The Mirror of Literature, Amusement, and Instruction",Various,8345.0,2358.0,"March 5, 2004",,English
1113,"The Mirror of Literature, Amusement, and Instruction",Various,15586.0,5576.0,"March 5, 2004",,English
1114,Armenian Literature,Anonymous,16270.0,5605.0,"March 5, 2004",,English
1115,"The Mirror of Literature, Amusement, and Instruction",Various,97083.0,20138.0,"March 5, 2004",,English
1116,"The Mirror of Literature, Amusement, and Instruction, Vol. 14,",Various,46886.0,9437.0,"March 5, 2004 ",,English
1117,"Cuba, Old and New",Albert Gardner Robinson,199818.0,29005.0,"March 5, 2004",,English
1118,"Atlantic Monthly, Volume 6, No. 38, December, 1860",Various,14664.0,5330.0,"March 5, 2004 ",,English
1119,"Punch, or the London Charivari, Vol. 153, Dec. 19, 1917",Various,39985.0,7598.0,"March 5, 2004 ",,English
1120,Darkest India,Commissioner Booth-Tucker,13642.0,4583.0,"March 6, 2004",,English
1121,Boy Scouts on Motorcycles,G. Harvey Ralphson,40582.0,8273.0,"March 6, 2004",,English
1122,His Big Opportunity,Amy Le Feuvre,23600.0,5356.0,"March 6, 2004",,English
1123,Shareholders,W.W. Jacobs,91756.0,17523.0,"March 6, 2004",,English
1124,Paying Off,W.W. Jacobs,24503.0,6109.0,"March 6, 2004",,English
1125,Made to Measure,W.W. Jacobs,51906.0,11348.0,"March 6, 2004",,English
1126,Sam's Ghost,W.W. Jacobs,62909.0,11047.0,"March 6, 2004",,English
1127,The Convert,W.W. Jacobs,46552.0,10011.0,"March 6, 2004",,English
1128,Husbandry,W.W. Jacobs,24224.0,6583.0,"March 6, 2004",,English
1129,Family Cares,W.W. Jacobs,60545.0,10140.0,"March 6, 2004",,English
1130,Bedridden and The Winter Offensive,W.W. Jacobs,74213.0,10989.0,"March 6, 2004",,English
1131,The Substitute,W.W. Jacobs,14632.0,4708.0,"March 6, 2004",,English
1132,Striking Hard,W.W. Jacobs,122664.0,22985.0,"March 6, 2004",,English
1133,Dirty Work,W.W. Jacobs,57945.0,10041.0,"March 6, 2004",,English
1134,The Life and Letters of Lewis Carroll,Stuart Dodgson Collingwood,38438.0,9360.0,"March 6, 2004",,English
1135,Slave Narratives: A Folk History of Slavery in the United States,Work Projects Administration,15391.0,5109.0,"March 6, 2004",,English
1136,"The Mirror of Literature, Amusement, and Instruction, Vol. 14,",Various,15920.0,5653.0,"March 6, 2004 ",,English
1137,"The Mirror of Literature, Amusement, and Instruction, Vol. 13,",Various,27866.0,6784.0,"March 6, 2004 ",,English
1138,"The Poetical Works of John Dryden, Vol I",John Dryden,15545.0,5415.0,"March 7, 2004",,English
1139,"Some Historical Account of Guinea, Its Situation, Produce, and the General Disposition of Its Inhabitants",Anthony Benezet,16131.0,5272.0,"March 7, 2004",,English
1140,American Negro Slavery,Ulrich Bonnell Phillips,100603.0,15625.0,"March 7, 2004",,English
1141,"Punch, or the London Charivari, Vol. 153, October 31, 1917",Various,85819.0,17916.0,"March 7, 2004",,English
1142,The Blotting Book,E. F. Benson,86268.0,19232.0,"March 7, 2004",,English
